year,bill,bill_status_id,latest_update_chamber,latest_update_text
2026,SB2977,introduced,S,"Referred to WLA, WAM."
2026,SB2979,waiting2,S,"Reported from WLA (Stand. Com. Rep. No. 2606) with recommendation of passage on Second Reading, as amended (SD 1) and referral to JDC."
2025,SB2 SD1,waiting2,S,"The committee(s) on  GVO recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in GVO were as follows: 3 Aye(s): Senator(s) McKelvey, Moriwaki, San Buenaventura; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Gabbard, Fevella."
2026,SB3043,waiting2,S,The committee(s) on WLA/AEN has scheduled a public hearing on 02-11-26 1:00PM; CR 224 & Videoconference.
2026,SB3054,introduced,S,"Referred to AEN, WAM."
2026,SB3056,introduced,S,"Referred to PSM, WAM."
2026,SB3058,introduced,S,"Referred to EDU, WAM."
2026,SB3060,introduced,S,"Referred to AEN/PSM, JDC."
2026,SB3063,passedCommittees,H,"The committee on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 15 Ayes: Representative(s) Todd, Takenouchi, Hartsfield, Hussey, Keohokapu-Lee Loy, Kitagawa, Kusch, Lee, M., Miyake, Perruso, Templo, Yamashita, Reyes Oda; Ayes with reservations: Representative(s) Alcos, Gedeon;  Noes: none; and 1 Excused: Representative(s) Morikawa."
2026,SB3066,introduced,S,"Referred to AEN, WAM."
2026,SB3115,introduced,S,"Referred to EDU, WAM."
2026,SB3119,introduced,S,"Referred to EDU, WAM."
2026,SB3137,passedCommittees,H,"The committee on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 11 Ayes: Representative(s) Matayoshi, Grandinetti, Chun, Ilagan, Ichiyama, Iwamoto, Kong, Lowen, Marten, Tam, Pierick; Ayes with reservations: none;  Noes: none; and  Excused: none."
2025,SB315,deferred1,S,The committee(s) on WTL/AEN has scheduled a public hearing on 02-12-25 1:05PM; Conference Room 229 & Videoconference.
2026,SB3158,introduced,S,"Referred to EDU, WAM."
2026,SB3162,waiting2,S,"Referred to AEN, WAM."
2026,SB3197,introduced,S,"Referred to HHS/LBT, WAM."
2026,SB3221,introduced,S,"Referred to TRS/AEN, WAM."
2026,SB3222,introduced,S,"Referred to AEN, WAM."
2026,SB3224,introduced,S,"Referred to AEN, JDC."
2026,SB3231,crossoverWaiting1,S,"Reported from CPN (Stand. Com. Rep. No. 3009) with recommendation of passage on Third Reading, as amended (SD 1)."
2026,SB3232,crossoverWaiting1,S,"Report Adopted; Passed Third Reading. Ayes, 24; Aye(s) with reservations: none.  Noes, 0 (none).  Excused, 1 (Senator(s) Ihara).  Transmitted to House."
2026,SB3233,passedCommittees,H,Passed Third Reading with none voting aye with reservations; Representative(s) Pierick voting no (1) and Representative(s) Cochran excused (1).  Transmitted to Senate.
2026,SB3245,passedCommittees,H,"The committee on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Todd, Takenouchi, Hartsfield, Hussey, Keohokapu-Lee Loy, Kitagawa, Kusch, Lee, M., Miyake, Morikawa, Perruso, Templo, Yamashita, Alcos, Gedeon, Reyes Oda; Ayes with reservations: none;  Noes: none; and  Excused: none."
2026,SB3256,waiting2,S,"Referred to AEN, WAM."
2026,SB3257,introduced,S,"Referred to EDU/HHS, WAM."
2026,SB3258,introduced,S,"Referred to AEN, WAM."
2025,SB328 SD1 HD2,conferenceAssigned,H,"Passed Third Reading as amended in HD 2 with none voting aye with reservations; Representative(s) Amato, Iwamoto voting no (2) and Representative(s) Cochran, Marten excused (2).  Transmitted to Senate."
2026,SB3296,deferred2,S,The committee on WAM deferred the measure.
2026,SB3297,introduced,S,"Referred to WLA/AEN, WAM."
2026,SB3298,introduced,S,"Referred to WLA/AEN/EIG/EDT, WAM."
2026,SB3302,passedCommittees,H,"The committee on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 11 Ayes: Representative(s) Matayoshi, Grandinetti, Chun, Ilagan, Ichiyama, Iwamoto, Kong, Lowen, Marten, Tam, Pierick; Ayes with reservations: none;  Noes: none; and  Excused: none."
2025,SB330 SD1 HD2 CD1,governorSigns,H,"Act 190, on 06/06/2025 (Gov. Msg. No. 1290)."
2026,SB3318,introduced,S,"Referred to AEN/EDU, WAM."
2026,SB3320,passedCommittees,H,"Bill scheduled to be heard by FIN on Tuesday, 04-07-26 2:00PM in House conference room 308 VIA VIDEOCONFERENCE."
2026,SB3321,introduced,S,"Referred to AEN, WAM."
2026,SB3323,deferred1,S,The committee(s) on AEN/WLA has scheduled a public hearing on 02-11-26 3:00PM; CR 224 & Videoconference.
2025,SB334,introduced,S,"Referred to EDT, WAM."
2025,SB351,waiting2,S,Report adopted; Passed Second Reading and referred to CPN/WAM.
2025,SB352 SD2,crossoverWaiting1,H,"Referred to AGR, CPC, referral sheet 19"
2025,SB369,introduced,S,"Referred to EDT, WAM."
2025,SB43,introduced,S,Pending Introduction.
2025,SB443 SD1 HD2,conferenceAssigned,H,"Passed Third Reading as amended in HD 2 with none voting aye with reservations; Representative(s) Pierick voting no (1) and Representative(s) Cochran, Marten excused (2).  Transmitted to Senate."
2025,SB448 SD1 HD1,crossoverWaiting3,H,"The committee on AGR recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 4 Ayes: Representative(s) Kahaloa, Lowen, Perruso, Quinlan; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Kusch, Ward."
2025,SB471,introduced,S,"Referred to AEN/WTL, WAM."
2025,SB495,introduced,S,"Referred to EDT/AEN, WAM."
2025,SB496 SD1,waiting2,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 4 Aye(s): Senator(s) Gabbard, Richards, Rhoads, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) DeCoite."
2025,SB498 SD1,waiting2,S,"Reported from AEN (Stand. Com. Rep. No. 45) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM."
2025,SB499,introduced,S,"Referred to EDT/AEN, WAM."
2025,SB500 SD1,waiting2,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 4 Aye(s): Senator(s) Gabbard, DeCoite, Rhoads, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Richards."
2025,SB521,introduced,S,"Re-Referred to HWN/WTL, JDC."
2025,SB522 SD1,introduced,S,The committee(s) on EDT/AEN has scheduled a public hearing on 02-11-25 1:01PM; Conference Room 229 & Videoconference.
2025,SB523 SD1,waiting2,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 5 Aye(s): Senator(s) Gabbard, Richards, DeCoite, Rhoads, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none."
2025,SB53,deferred1,S,Pending Introduction.
2025,SB535,introduced,S,"Referred to WTL/HHS, JDC."
2025,SB536,introduced,S,"Referred to HHS/AEN, WAM."
2025,SB537,introduced,S,"Referred to AEN/EIG, WAM."
2025,SB540,introduced,S,"Referred to GVO/AEN/PSM/HHS, WAM."
2025,SB543,introduced,S,"Referred to WTL/EIG, WAM/JDC."
2025,SB545,introduced,S,"Referred to EDU, JDC."
2025,SB546,waiting2,S,Report adopted; Passed Second Reading and referred to WAM.
2025,SB547 SD1,waiting2,S,The committee(s) on AEN/PSM/EDT has scheduled a public hearing on 02-10-25 1:00PM; Conference Room 224 & Videoconference.
2025,SB548 SD1,waiting2,S,The committee(s) on WTL/AEN has scheduled a public hearing on 02-12-25 1:05PM; Conference Room 229 & Videoconference.
2025,SB549,introduced,S,"Referred to EDU/AEN, WAM."
2025,SB551,introduced,S,"Referred to AEN/HHS, CPN."
2025,SB552 SD1 HD1,crossoverWaiting2,H,"The committee on AGR recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 4 Ayes: Representative(s) Kahaloa, Lowen, Perruso, Quinlan; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Kusch, Ward."
2025,SB558 SD2 HD2,crossoverWaiting3,H,"Bill scheduled to be heard by AGR on Wednesday, 03-12-25 9:00AM in House conference room 325 VIA VIDEOCONFERENCE."
2025,SB562 SD2 HD1,crossoverDeferred2,H,"Bill scheduled to be heard by AGR on Wednesday, 03-12-25 9:00AM in House conference room 325 VIA VIDEOCONFERENCE."
2025,SB563 SD1,waiting2,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 3 Aye(s): Senator(s) Gabbard, Richards, Rhoads; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) DeCoite, Awa."
2025,SB564,introduced,S,"Referred to TCA/AEN, WAM."
2025,SB568,introduced,S,"Referred to WTL, WAM."
2025,SB584,deferred1,S,"Referred to EDT/AEN, WAM."
2025,SB633,introduced,S,"Referred to AEN/EIG, WAM."
2025,SB638,introduced,S,"Referred to LBT, JDC/WAM."
2025,SB639 SD1 HD1,crossoverWaiting2,H,"Referred to EEP, WAL, JHA, referral sheet 19"
2025,SB657 SD1 HD1,conferenceScheduled,S,Senate disagrees with House amendments.
2025,SB658 SD1,waiting2,S,The committee(s) on AEN has scheduled a public hearing on 02-10-25 1:01PM; Conference Room 224 & Videoconference.
2025,SB659 SD2 HD1,waiting3,H,"Bill scheduled to be heard by EDN on Tuesday, 03-11-25 2:00PM in House conference room 309 VIA VIDEOCONFERENCE."
2025,SB663,deferred1,S,The committee on HRE deferred the measure.
2025,SB666 SD1,waiting2,S,"Reported from HRE (Stand. Com. Rep. No. 310) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM."
2025,SB667,introduced,S,"Referred to AEN/GVO, WAM."
2025,SB671,introduced,S,"Referred to AEN/GVO/WTL, CPN/WAM."
2025,SB674 SD1,waiting2,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM."
2025,SB677 SD1,waiting2,S,The committee(s) on WTL/AEN has scheduled a public hearing on 02-12-25 1:05PM; Conference Room 229 & Videoconference.
2025,SB678 SD1,waiting2,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 4 Aye(s): Senator(s) Gabbard, Richards, Rhoads, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) DeCoite."
2025,SB681,waiting3,S,"The committee(s) on AEN recommend(s) that the measure be PASSED, UNAMENDED.  The votes in AEN were as follows: 3 Aye(s): Senator(s) Gabbard, Awa; Aye(s) with reservations: Senator(s) Rhoads ; 1 No(es): Senator(s) Richards; and 1 Excused: Senator(s) DeCoite."
2025,SB683 SD1,waiting2,S,The committee(s) on AEN has scheduled a public hearing on 02-10-25 1:01PM; Conference Room 224 & Videoconference.
2025,SB685,introduced,S,"Referred to AEN/EIG, WAM."
2025,SB686 SD1,waiting2,S,"The committee(s) on  HRE recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HRE were as follows: 5 Aye(s): Senator(s) Kim, Kidani, Fukunaga, Hashimoto, Fevella; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none."
2025,SB688 SD1,waiting2,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM."
2025,SB689,introduced,S,"Referred to AEN/HHS, WAM."
2025,SB690,introduced,S,"Referred to EDT/AEN, WAM."
2025,SB693 SD1 HD1 CD1,governorSigns,S,"Act 185, 06/06/2025 (Gov. Msg. No. 1285)."
2025,SB719,introduced,S,"Referred to HHS, WAM/JDC."
2025,SB729,deferred1,S,The committee on EDT deferred the measure.
2025,SB737,introduced,S,"Referred to AEN/HHS, CPN/WAM."
2025,SB739 SD2 HD1 CD1,governorSigns,H,"Act 279, on 07/02/2025 (Gov. Msg. No. 1382)."
2025,SB740,waiting2,S,"The committee(s) on WTL recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WTL were as follows: 5 Aye(s): Senator(s) Inouye, Elefante, Chang, McKelvey, DeCorte; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none."
2025,SB746 SD2 HD1,crossoverWaiting3,H,"Bill scheduled to be heard by AGR on Wednesday, 03-12-25 9:00AM in House conference room 325 VIA VIDEOCONFERENCE."
2025,SB760,introduced,S,"Referred to WTL/TCA, JDC."
2025,SB761,introduced,S,"Referred to EDT, WAM."
2025,SB762 SD1,waiting2,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 4 Aye(s): Senator(s) Gabbard, Richards, DeCoite, Rhoads; Aye(s) with reservations: none ; 1 No(es): Senator(s) Awa; and 0 Excused: none."
2025,SB763 SD2 HD3,conferenceAssigned,H,"Passed Third Reading as amended in HD 3 with none voting aye with reservations; Representative(s) Garcia, Muraoka, Pierick voting no (3) and Representative(s) Cochran, Marten excused (2).  Transmitted to Senate."
2025,SB765 SD1,waiting2,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM/CPN."
2025,SB785,introduced,S,"Referred to HHS, CPN/JDC."
2025,SB789 SD2 HD1,waiting2,H,"Bill scheduled to be heard by EDN on Tuesday, 03-11-25 2:00PM in House conference room 309 VIA VIDEOCONFERENCE."
2025,SB790,introduced,S,"Referred to EDU, WAM."
2025,SB791,introduced,S,"Referred to EDU, WAM."
2025,SB815,introduced,S,"Referred to EDT, WAM."
2025,SB827 SD1,waiting2,S,"The committee(s) on  EDT recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in EDT were as follows: 5 Aye(s): Senator(s) DeCoite, Wakai, Fukunaga, Kim, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none."
2025,SB836 SD1,waiting2,S,The committee(s) on HHS has scheduled a public hearing on 02-12-25 1:00PM; Conference Room 225 & Videoconference.
2025,SB86,introduced,S,Pending Introduction.
2025,SB865 SD1 HD2 CD1,governorSigns,H,"Act 184, on 06/06/2025 (Gov. Msg. No. 1284)."
2025,SB875,introduced,S,"Referred to HHS/EDT, WAM."
2025,SB881,introduced,S,"Referred to HHS, WAM."
2025,SB890 SD2 HD2,conferenceScheduled,H,"Passed Third Reading as amended in HD 2 with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Marten excused (2).  Transmitted to Senate."
2025,SB894 SD3 HD1,conferenceDeferred,H,Received notice of disagreement (Sen. Com. No. 774).
2025,SB940,scheduled1,S,"Referred to EDU, WAM."
2025,SB960 SD1 HD2 CD1,governorSigns,H,"Act 264, on 07/01/2025 (Gov. Msg. No. 1367)."
2025,SB961 SD1 HD1,crossoverWaiting2,H,"Bill scheduled to be heard by HSH on Thursday, 03-13-25 10:00AM in House conference room 329 VIA VIDEOCONFERENCE."
2025,SB962,introduced,S,"Referred to AEN/HHS, CPN/JDC."
2025,SB963 SD1,deferred1,S,"Reported from HHS (Stand. Com. Rep. No. 644) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM."
2025,SB984 SD2 HD1,crossoverWaiting2,H,Pass First Reading
2025,SB988,introduced,S,"Referred to EDU/AEN, WAM."
