year,bill,latest_update_chamber,latest_update_text,gold,predicted
2026,SB2706,H,"The committee on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Todd, Takenouchi, Hartsfield, Hussey, Keohokapu-Lee Loy, Kitagawa, Kusch, Lee, M., Miyake, Morikawa, Perruso, Templo, Yamashita, Alcos, Gedeon, Reyes Oda; Ayes with reservations: none; 0 Noes: none; and 0 Excused: none.",passedCommittees,passedCommittees
2026,SB2707,S,"Referred to EDU/AEN, WAM.",introduced,introduced
2026,SB2708,S,"Referred to EDU, WAM.",introduced,introduced
2026,SB2709,S,"Reported from AEN/TRS (Stand. Com. Rep. No. 2562) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.",waiting2,waiting2
2025,SB271,S,The committee on HHS deferred the measure.,deferred1,deferred1
2026,SB2713,S,One Day Notice 03-10-26.,crossoverWaiting1,crossoverWaiting1
2026,SB2716,S,The committee on EDT deferred the measure.,deferred1,deferred1
2026,SB2717,S,"Referred to AEN, JDC/WAM.",introduced,introduced
2026,SB2718,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",waiting2,waiting2
2026,SB2740,S,"Referred to AEN/EIG/WLA, WAM/JDC.",introduced,introduced
2026,SB2741,S,"Reported from AEN (Stand. Com. Rep. No. 2677) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.",waiting2,waiting2
2026,SB2742,S,"Referred to AEN, JDC.",introduced,introduced
2026,SB2743,S,"Referred to AEN/EIG, JDC.",introduced,introduced
2026,SB2745,S,"Referred to WLA/AEN, WAM.",introduced,introduced
2026,SB2747,S,"Referred to AEN/WLA, WAM.",introduced,introduced
2026,SB2760,S,The committee(s) on AEN/CPN has scheduled a public hearing on 02-11-26 10:00AM; Conference Room 229 & Videoconference.,waiting2,waiting2
2026,SB2779,S,"Referred to AEN/WLA, WAM/CPN.",introduced,introduced
2026,SB2790,S,"The committee(s) on HWN recommend(s) that the measure be PASSED, UNAMENDED.  The votes in HWN were as follows: 5 Aye(s): Senator(s) Richards, Lamosao, Ihara, Keohokalole, DeCorte; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none.",waiting2,waiting2
2026,SB2792,S,"Referred to HHS, WAM.",introduced,introduced
2026,SB2798,H,"The committee on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Todd, Takenouchi, Hartsfield, Hussey, Keohokapu-Lee Loy, Kitagawa, Kusch, Lee, M., Miyake, Morikawa, Perruso, Templo, Yamashita, Alcos, Gedeon, Reyes Oda; Ayes with reservations: none; 0 Noes: none; and 0 Excused: none.",passedCommittees,passedCommittees
2026,SB2800,H,Passed Third Reading with none voting aye with reservations; none voting no (0) and Representative(s) Cochran excused (1).  Transmitted to Senate.,passedCommittees,introduced
2026,SB2802,H,"The committee on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Todd, Takenouchi, Hartsfield, Hussey, Keohokapu-Lee Loy, Kitagawa, Kusch, Lee, M., Miyake, Morikawa, Perruso, Templo, Yamashita, Alcos, Gedeon, Reyes Oda; Ayes with reservations: none; 0 Noes: none; and 0 Excused: none.",passedCommittees,passedCommittees
2026,SB2805,H,"The committee on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 15 Ayes: Representative(s) Todd, Takenouchi, Hartsfield, Hussey, Keohokapu-Lee Loy, Kitagawa, Kusch, Lee, M., Miyake, Perruso, Templo, Yamashita, Alcos, Gedeon, Reyes Oda; Ayes with reservations: none; 0 Noes: none; and 1 Excused: Representative(s) Morikawa.",passedCommittees,passedCommittees
2026,SB2885,S,One Day Notice 03-10-26.,crossoverDeferred1,crossoverDeferred1
2026,SB2887,S,The committee(s) on AEN/HWN has scheduled a public hearing on 02-12-26 1:00PM; CR 224 & Videoconference.,waiting2,waiting2
2026,SB2890,S,Referred to WAM.,introduced,introduced
2026,SB2891,S,"Referred to HHS, WAM.",introduced,introduced
2026,SB2922,S,"Reported from JDC (Stand. Com. Rep. No. 3015) with recommendation of passage on Third Reading, as amended (SD 2).",crossoverWaiting1,crossoverWaiting1
2026,SB2925,S,Reported from WAM/CPN (Stand. Com. Rep. No. 2892) with recommendation of passage on Third Reading.,crossoverWaiting3,crossoverWaiting2
2026,SB2935,S,"Reported from HHS (Stand. Com. Rep. No. 2573) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.",waiting2,waiting2
2026,SB2942,S,The committee(s) on AEN deleted the measure from the public hearing scheduled on 02-09-26 4:00PM; CR 224 & Videoconference.,introduced,introduced
2026,SB2972,H,"The committee on JHA recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 8 Ayes: Representative(s) Tarnas, Poepoe, Hashem, Kahaloa, Takayama; Ayes with reservations: Representative(s) Cochran, Garcia, Shimizu; 0 Noes: none; and 2 Excused: Representative(s) Belatti, Sayama.",passedCommittees,passedCommittees
2026,SB2973,S,One Day Notice 03-10-26.,crossoverWaiting2,crossoverWaiting2
2026,SB2975,S,One Day Notice 03-10-26.,crossoverWaiting1,crossoverWaiting1
2026,SB2977,S,"Referred to WLA, WAM.",introduced,introduced
2026,SB2979,S,"Reported from WLA (Stand. Com. Rep. No. 2606) with recommendation of passage on Second Reading, as amended (SD 1) and referral to JDC.",waiting2,waiting2
2025,SB2 SD1,S,"The committee(s) on  GVO recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in GVO were as follows: 3 Aye(s): Senator(s) McKelvey, Moriwaki, San Buenaventura; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) Gabbard, Fevella.",waiting2,waiting2
2026,SB3043,S,The committee(s) on WLA/AEN has scheduled a public hearing on 02-11-26 1:00PM; CR 224 & Videoconference.,waiting2,waiting2
2026,SB3054,S,"Referred to AEN, WAM.",introduced,introduced
2026,SB3056,S,"Referred to PSM, WAM.",introduced,introduced
2026,SB3058,S,"Referred to EDU, WAM.",introduced,introduced
2026,SB3060,S,"Referred to AEN/PSM, JDC.",introduced,introduced
2026,SB3063,H,"The committee on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 15 Ayes: Representative(s) Todd, Takenouchi, Hartsfield, Hussey, Keohokapu-Lee Loy, Kitagawa, Kusch, Lee, M., Miyake, Perruso, Templo, Yamashita, Reyes Oda; Ayes with reservations: Representative(s) Alcos, Gedeon;  Noes: none; and 1 Excused: Representative(s) Morikawa.",passedCommittees,crossoverWaiting3
2026,SB3066,S,"Referred to AEN, WAM.",introduced,introduced
2026,SB3115,S,"Referred to EDU, WAM.",introduced,introduced
2026,SB3119,S,"Referred to EDU, WAM.",introduced,introduced
2026,SB3137,H,"The committee on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 11 Ayes: Representative(s) Matayoshi, Grandinetti, Chun, Ilagan, Ichiyama, Iwamoto, Kong, Lowen, Marten, Tam, Pierick; Ayes with reservations: none;  Noes: none; and  Excused: none.",passedCommittees,passedCommittees
2025,SB315,S,The committee(s) on WTL/AEN has scheduled a public hearing on 02-12-25 1:05PM; Conference Room 229 & Videoconference.,deferred1,deferred1
2026,SB3158,S,"Referred to EDU, WAM.",introduced,introduced
2026,SB3162,S,"Referred to AEN, WAM.",waiting2,waiting2
2026,SB3197,S,"Referred to HHS/LBT, WAM.",introduced,introduced
2026,SB3221,S,"Referred to TRS/AEN, WAM.",introduced,introduced
2026,SB3222,S,"Referred to AEN, WAM.",introduced,introduced
2026,SB3224,S,"Referred to AEN, JDC.",introduced,introduced
2026,SB3231,S,"Reported from CPN (Stand. Com. Rep. No. 3009) with recommendation of passage on Third Reading, as amended (SD 1).",crossoverWaiting1,crossoverWaiting1
2026,SB3232,S,"Report Adopted; Passed Third Reading. Ayes, 24; Aye(s) with reservations: none.  Noes, 0 (none).  Excused, 1 (Senator(s) Ihara).  Transmitted to House.",crossoverWaiting1,crossoverWaiting1
2026,SB3233,H,Passed Third Reading with none voting aye with reservations; Representative(s) Pierick voting no (1) and Representative(s) Cochran excused (1).  Transmitted to Senate.,passedCommittees,ERROR
2026,SB3245,H,"The committee on FIN recommend that the measure be PASSED, UNAMENDED. The votes were as follows: 16 Ayes: Representative(s) Todd, Takenouchi, Hartsfield, Hussey, Keohokapu-Lee Loy, Kitagawa, Kusch, Lee, M., Miyake, Morikawa, Perruso, Templo, Yamashita, Alcos, Gedeon, Reyes Oda; Ayes with reservations: none;  Noes: none; and  Excused: none.",passedCommittees,passedCommittees
2026,SB3256,S,"Referred to AEN, WAM.",waiting2,waiting2
2026,SB3257,S,"Referred to EDU/HHS, WAM.",introduced,introduced
2026,SB3258,S,"Referred to AEN, WAM.",introduced,introduced
2025,SB328 SD1 HD2,H,"Passed Third Reading as amended in HD 2 with none voting aye with reservations; Representative(s) Amato, Iwamoto voting no (2) and Representative(s) Cochran, Marten excused (2).  Transmitted to Senate.",conferenceAssigned,conferenceAssigned
2026,SB3296,S,The committee on WAM deferred the measure.,deferred2,deferred2
2026,SB3297,S,"Referred to WLA/AEN, WAM.",introduced,introduced
2026,SB3298,S,"Referred to WLA/AEN/EIG/EDT, WAM.",introduced,introduced
2026,SB3302,H,"The committee on CPC recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 11 Ayes: Representative(s) Matayoshi, Grandinetti, Chun, Ilagan, Ichiyama, Iwamoto, Kong, Lowen, Marten, Tam, Pierick; Ayes with reservations: none;  Noes: none; and  Excused: none.",passedCommittees,passedCommittees
2025,SB330 SD1 HD2 CD1,H,"Act 190, on 06/06/2025 (Gov. Msg. No. 1290).",governorSigns,governorSigns
2026,SB3318,S,"Referred to AEN/EDU, WAM.",introduced,introduced
2026,SB3320,H,"Bill scheduled to be heard by FIN on Tuesday, 04-07-26 2:00PM in House conference room 308 VIA VIDEOCONFERENCE.",passedCommittees,crossoverScheduled3
2026,SB3321,S,"Referred to AEN, WAM.",introduced,introduced
2026,SB3323,S,The committee(s) on AEN/WLA has scheduled a public hearing on 02-11-26 3:00PM; CR 224 & Videoconference.,deferred1,deferred1
2025,SB334,S,"Referred to EDT, WAM.",introduced,introduced
2025,SB351,S,Report adopted; Passed Second Reading and referred to CPN/WAM.,waiting2,waiting2
2025,SB352 SD2,H,"Referred to AGR, CPC, referral sheet 19",crossoverWaiting1,crossoverWaiting1
2025,SB369,S,"Referred to EDT, WAM.",introduced,introduced
2025,SB43,S,Pending Introduction.,introduced,introduced
2025,SB443 SD1 HD2,H,"Passed Third Reading as amended in HD 2 with none voting aye with reservations; Representative(s) Pierick voting no (1) and Representative(s) Cochran, Marten excused (2).  Transmitted to Senate.",conferenceAssigned,conferenceAssigned
2025,SB448 SD1 HD1,H,"The committee on AGR recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 4 Ayes: Representative(s) Kahaloa, Lowen, Perruso, Quinlan; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Kusch, Ward.",crossoverWaiting3,crossoverWaiting2
2025,SB471,S,"Referred to AEN/WTL, WAM.",introduced,introduced
2025,SB495,S,"Referred to EDT/AEN, WAM.",introduced,introduced
2025,SB496 SD1,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 4 Aye(s): Senator(s) Gabbard, Richards, Rhoads, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) DeCoite.",waiting2,waiting2
2025,SB498 SD1,S,"Reported from AEN (Stand. Com. Rep. No. 45) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.",waiting2,waiting2
2025,SB499,S,"Referred to EDT/AEN, WAM.",introduced,introduced
2025,SB500 SD1,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 4 Aye(s): Senator(s) Gabbard, DeCoite, Rhoads, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) Richards.",waiting2,waiting2
2025,SB521,S,"Re-Referred to HWN/WTL, JDC.",introduced,introduced
2025,SB522 SD1,S,The committee(s) on EDT/AEN has scheduled a public hearing on 02-11-25 1:01PM; Conference Room 229 & Videoconference.,introduced,waiting2
2025,SB523 SD1,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 5 Aye(s): Senator(s) Gabbard, Richards, DeCoite, Rhoads, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none.",waiting2,waiting2
2025,SB53,S,Pending Introduction.,deferred1,deferred1
2025,SB535,S,"Referred to WTL/HHS, JDC.",introduced,introduced
2025,SB536,S,"Referred to HHS/AEN, WAM.",introduced,introduced
2025,SB537,S,"Referred to AEN/EIG, WAM.",introduced,introduced
2025,SB540,S,"Referred to GVO/AEN/PSM/HHS, WAM.",introduced,introduced
2025,SB543,S,"Referred to WTL/EIG, WAM/JDC.",introduced,introduced
2025,SB545,S,"Referred to EDU, JDC.",introduced,introduced
2025,SB546,S,Report adopted; Passed Second Reading and referred to WAM.,waiting2,waiting2
2025,SB547 SD1,S,The committee(s) on AEN/PSM/EDT has scheduled a public hearing on 02-10-25 1:00PM; Conference Room 224 & Videoconference.,waiting2,waiting2
2025,SB548 SD1,S,The committee(s) on WTL/AEN has scheduled a public hearing on 02-12-25 1:05PM; Conference Room 229 & Videoconference.,waiting2,waiting2
2025,SB549,S,"Referred to EDU/AEN, WAM.",introduced,introduced
2025,SB551,S,"Referred to AEN/HHS, CPN.",introduced,introduced
2025,SB552 SD1 HD1,H,"The committee on AGR recommend that the measure be PASSED, WITH AMENDMENTS. The votes were as follows: 4 Ayes: Representative(s) Kahaloa, Lowen, Perruso, Quinlan; Ayes with reservations: none;  Noes: none; and 2 Excused: Representative(s) Kusch, Ward.",crossoverWaiting2,crossoverWaiting2
2025,SB558 SD2 HD2,H,"Bill scheduled to be heard by AGR on Wednesday, 03-12-25 9:00AM in House conference room 325 VIA VIDEOCONFERENCE.",crossoverWaiting3,crossoverWaiting3
2025,SB562 SD2 HD1,H,"Bill scheduled to be heard by AGR on Wednesday, 03-12-25 9:00AM in House conference room 325 VIA VIDEOCONFERENCE.",crossoverDeferred2,crossoverDeferred2
2025,SB563 SD1,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 3 Aye(s): Senator(s) Gabbard, Richards, Rhoads; Aye(s) with reservations: none ; 0 No(es): none; and 2 Excused: Senator(s) DeCoite, Awa.",waiting2,waiting2
2025,SB564,S,"Referred to TCA/AEN, WAM.",introduced,introduced
2025,SB568,S,"Referred to WTL, WAM.",introduced,introduced
2025,SB584,S,"Referred to EDT/AEN, WAM.",deferred1,introduced
2025,SB633,S,"Referred to AEN/EIG, WAM.",introduced,introduced
2025,SB638,S,"Referred to LBT, JDC/WAM.",introduced,introduced
2025,SB639 SD1 HD1,H,"Referred to EEP, WAL, JHA, referral sheet 19",crossoverWaiting2,crossoverWaiting2
2025,SB657 SD1 HD1,S,Senate disagrees with House amendments.,conferenceScheduled,conferenceScheduled
2025,SB658 SD1,S,The committee(s) on AEN has scheduled a public hearing on 02-10-25 1:01PM; Conference Room 224 & Videoconference.,waiting2,waiting2
2025,SB659 SD2 HD1,H,"Bill scheduled to be heard by EDN on Tuesday, 03-11-25 2:00PM in House conference room 309 VIA VIDEOCONFERENCE.",waiting3,crossoverWaiting2
2025,SB663,S,The committee on HRE deferred the measure.,deferred1,deferred1
2025,SB666 SD1,S,"Reported from HRE (Stand. Com. Rep. No. 310) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.",waiting2,waiting2
2025,SB667,S,"Referred to AEN/GVO, WAM.",introduced,introduced
2025,SB671,S,"Referred to AEN/GVO/WTL, CPN/WAM.",introduced,introduced
2025,SB674 SD1,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",waiting2,waiting2
2025,SB677 SD1,S,The committee(s) on WTL/AEN has scheduled a public hearing on 02-12-25 1:05PM; Conference Room 229 & Videoconference.,waiting2,waiting2
2025,SB678 SD1,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 4 Aye(s): Senator(s) Gabbard, Richards, Rhoads, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 1 Excused: Senator(s) DeCoite.",waiting2,waiting2
2025,SB681,S,"The committee(s) on AEN recommend(s) that the measure be PASSED, UNAMENDED.  The votes in AEN were as follows: 3 Aye(s): Senator(s) Gabbard, Awa; Aye(s) with reservations: Senator(s) Rhoads ; 1 No(es): Senator(s) Richards; and 1 Excused: Senator(s) DeCoite.",waiting3,waiting2
2025,SB683 SD1,S,The committee(s) on AEN has scheduled a public hearing on 02-10-25 1:01PM; Conference Room 224 & Videoconference.,waiting2,waiting2
2025,SB685,S,"Referred to AEN/EIG, WAM.",introduced,introduced
2025,SB686 SD1,S,"The committee(s) on  HRE recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in HRE were as follows: 5 Aye(s): Senator(s) Kim, Kidani, Fukunaga, Hashimoto, Fevella; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none.",waiting2,waiting2
2025,SB688 SD1,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.",waiting2,waiting2
2025,SB689,S,"Referred to AEN/HHS, WAM.",introduced,introduced
2025,SB690,S,"Referred to EDT/AEN, WAM.",introduced,introduced
2025,SB693 SD1 HD1 CD1,S,"Act 185, 06/06/2025 (Gov. Msg. No. 1285).",governorSigns,governorSigns
2025,SB719,S,"Referred to HHS, WAM/JDC.",introduced,introduced
2025,SB729,S,The committee on EDT deferred the measure.,deferred1,deferred1
2025,SB737,S,"Referred to AEN/HHS, CPN/WAM.",introduced,introduced
2025,SB739 SD2 HD1 CD1,H,"Act 279, on 07/02/2025 (Gov. Msg. No. 1382).",governorSigns,governorSigns
2025,SB740,S,"The committee(s) on WTL recommend(s) that the measure be PASSED, UNAMENDED.  The votes in WTL were as follows: 5 Aye(s): Senator(s) Inouye, Elefante, Chang, McKelvey, DeCorte; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none.",waiting2,waiting2
2025,SB746 SD2 HD1,H,"Bill scheduled to be heard by AGR on Wednesday, 03-12-25 9:00AM in House conference room 325 VIA VIDEOCONFERENCE.",crossoverWaiting3,crossoverWaiting3
2025,SB760,S,"Referred to WTL/TCA, JDC.",introduced,introduced
2025,SB761,S,"Referred to EDT, WAM.",introduced,introduced
2025,SB762 SD1,S,"The committee(s) on  AEN recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in AEN were as follows: 4 Aye(s): Senator(s) Gabbard, Richards, DeCoite, Rhoads; Aye(s) with reservations: none ; 1 No(es): Senator(s) Awa; and 0 Excused: none.",waiting2,waiting2
2025,SB763 SD2 HD3,H,"Passed Third Reading as amended in HD 3 with none voting aye with reservations; Representative(s) Garcia, Muraoka, Pierick voting no (3) and Representative(s) Cochran, Marten excused (2).  Transmitted to Senate.",conferenceAssigned,conferenceAssigned
2025,SB765 SD1,S,"Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM/CPN.",waiting2,waiting2
2025,SB785,S,"Referred to HHS, CPN/JDC.",introduced,introduced
2025,SB789 SD2 HD1,H,"Bill scheduled to be heard by EDN on Tuesday, 03-11-25 2:00PM in House conference room 309 VIA VIDEOCONFERENCE.",waiting2,crossoverWaiting2
2025,SB790,S,"Referred to EDU, WAM.",introduced,introduced
2025,SB791,S,"Referred to EDU, WAM.",introduced,introduced
2025,SB815,S,"Referred to EDT, WAM.",introduced,introduced
2025,SB827 SD1,S,"The committee(s) on  EDT recommend(s) that the measure be PASSED, WITH AMENDMENTS.  The votes in EDT were as follows: 5 Aye(s): Senator(s) DeCoite, Wakai, Fukunaga, Kim, Awa; Aye(s) with reservations: none ; 0 No(es): none; and 0 Excused: none.",waiting2,waiting2
2025,SB836 SD1,S,The committee(s) on HHS has scheduled a public hearing on 02-12-25 1:00PM; Conference Room 225 & Videoconference.,waiting2,waiting2
2025,SB86,S,Pending Introduction.,introduced,introduced
2025,SB865 SD1 HD2 CD1,H,"Act 184, on 06/06/2025 (Gov. Msg. No. 1284).",governorSigns,governorSigns
2025,SB875,S,"Referred to HHS/EDT, WAM.",introduced,introduced
2025,SB881,S,"Referred to HHS, WAM.",introduced,introduced
2025,SB890 SD2 HD2,H,"Passed Third Reading as amended in HD 2 with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Marten excused (2).  Transmitted to Senate.",conferenceScheduled,conferenceAssigned
2025,SB894 SD3 HD1,H,Received notice of disagreement (Sen. Com. No. 774).,conferenceDeferred,conferenceAssigned
2025,SB940,S,"Referred to EDU, WAM.",scheduled1,introduced
2025,SB960 SD1 HD2 CD1,H,"Act 264, on 07/01/2025 (Gov. Msg. No. 1367).",governorSigns,governorSigns
2025,SB961 SD1 HD1,H,"Bill scheduled to be heard by HSH on Thursday, 03-13-25 10:00AM in House conference room 329 VIA VIDEOCONFERENCE.",crossoverWaiting2,crossoverWaiting2
2025,SB962,S,"Referred to AEN/HHS, CPN/JDC.",introduced,introduced
2025,SB963 SD1,S,"Reported from HHS (Stand. Com. Rep. No. 644) with recommendation of passage on Second Reading, as amended (SD 1) and referral to WAM.",deferred1,waiting2
2025,SB984 SD2 HD1,H,Pass First Reading,crossoverWaiting2,crossoverWaiting2
2025,SB988,S,"Referred to EDU/AEN, WAM.",introduced,introduced
